index,query_clean
6130,хочу отменить автоплатеж
6131,как заправиться и расчищаться альфа заправка
6132,хочу уточнить про кэшбэк я заправился через ваше приложение на примерно <anon num> когда придет <anon num> возврата
6133,в сервисе заправки планируете сотрудничать с лукойлом очень их не хватает
6134,оплатил но не заправился
6135,на карте не отображается ни одной заправки
6136,сервис альфа заправка где найти
6137,кэшбэк на заправки
6138,не об этом вопрос у вас было написано до <anon num> <anon num> при заправке на газпромнефти кешбэк <anon num> я как раз заправилась в этот период ждала <anon num> его нет
6139,расходы на азс
6140,я не понял как производить оплату через альфа заправки по акции с <anon num> сентября
6141,уже была <anon num> заправка почему нет <anon num>
6142,не получилось заправится
6143,как правильно осуществить заправку чтобы получить кашбек
6144,оплата в сервисе заправок ам какой мсс
6145,оплатил по сбп в кафе деньги списались но оплата не прошла
6146,как оплатить через альфа заправки топливо
6147,у меня была акция <anon num> в сервисе заправки
6148,поиск по чатам
6149,воспользовалась сервисом заправка машина не заправляется
6150,выбран сервис <anon num> процентов кэшбэка за заправку топлива что это
6151,<anon num> <anon num> операция по заправке автомобиля
6152,кэшбек бензин
6153,заправляю свою машинку через альфа заправку три последних заправки не вижу предварительно начисленного кэшбэка почему
6154,а альфа заправки это отдельное приложение
6155,почему начислен будет кэш буфер <anon num> рублей если я заправилась на заправке газпромнефть на <anon num> с кэшбэком <anon num> как было указано в приложении
6156,где кэшбек за заправку
6157,нет я посмотрела это сервис запчастей для машин
6158,почему мне не начислили хешбек за заправку выбрала сумму на <anon num> но автомат как специально остановился не заправив несколько копеек и дальше не пошел это не честно и обман я специально выбрала сумму для начисления хешбека
6159,без приложения я не получу кэш бэк за заправки
6160,кэшбек за заправку
6161,терминал не выдал чека
6162,должен был быть <anon num> р при заправке от <anon num>
6163,показывает <anon num> для ставки <anon num> потратьте еще <anon num> сейчас попробую пополнить
6164,как получить кэшбэк с заправки
6165,не отображаются заправки
6166,нужна инструкция как заправить по альфа заправке
6167,не могу зайти в сервис альфа заправки
6168,начислим за покупку до <anon num> <anon num> <anon num> от <anon num> ₽ в супермаркете кафе или ресторане магазине одежды и обуви или на заправке
6169,правильно понимаю что кешбек за заправку меньше <anon num>
6170,<anon num> августа я заправился через приложение банка на азс на пром на <anon num> рублей а кешбэк получил <anon num> рублей
6171,почему не отображается в истории бонусов за заправку в приложении альфа банка
6172,почему не начисляется кэшбэк за заправку
6173,если на сентябрь я выбрала категорию кэшбэк на заправки <anon num> мне тоже надо копить за каждую заправку <anon num> будет только за <anon num>
6174,заправился через сервис альфа заправки с раскрученной выгодой и кешбэк не был зачислен
6175,бизнес зал аэропорта
6176,просто я когда начинаю оформлять визит в бизнес зал мне пишет оплатить его по <anon num> с человека
6177,у меня есть бесплатные проходы в бизнес залы аэропортов
6178,как пройти в вип зону аэропорту
6179,хорошо у меня все равно оставался <anon num> визит с прошлого месяца сделайте его компенсацию
6180,есть ли проходки в бизнес зал от банка
6181,я уточнить про дополнительный сервис по карте а именно бесплатное посещение бизнес залов и компенсация счетов в ресторанах аэропортов
6182,альфа смарт ранее были дополнительные привилегии такие как проходы в зал ожидания и т п сейчас такого нет
6183,есть ли по моим картам возможность нахождения в бизнес залах аэропорта шереметьево
6184,а у вас есть программы для прохода в бизнес залы ожидания
6185,бизнес его тут нет
6186,у меня не появляется чек из ресторана бургер хирос из аэропорта внуково в разделе визиты в рестораны визит в ресторан был <anon num> <anon num> <anon num> проверить
6187,бизнес залы где мои визиты
6188,бизнес залы
6189,а если какие то бонусы от альфы например бизнес зал в аэропорте как в тинькофе
6190,🤝 хотел уточнить бизнес залом сразу можно будет воспользоваться после оплаты или где то видел что после <anon num> месяцев
6191,что значит ошибка компенсации
6192,я ждала чек появится он не появился и написала о компенсации
6193,какой сервис банка даёт проход в бизнес залы
6194,история поездок
6195,какие бизнес залы доступны мне в шереметьево и могу я одновременно воспользоваться проходом в зал и получить деньги за ресторан
6196,бизнес зал
6197,я уточнить про дополнительный сервис по карте а именно бесплатное посещение бизнес залов и компенсация счетов в ресторанах аэропортов по нашей карте премиальное обслуживание почему я этих возможностей не вижу в личном кабинете
6198,как я пройду в бизнес зал
6199,что дает проход по qr коду в бизнес зал
6200,имею ли я право на проходы в бизнес зал в аэропорту
6201,по своей зарплатной карте я могу к примеру зайти бесплатно в бизнес зал <anon num> раз <anon num> октября + <anon num> человек со мной и также <anon num> ноября + <anon num> человек со мной
6202,а в аэропорта какие есть привилегии
6203,у меня было указано что я могу получить компенсацию в этом месяце до <anon num> <anon num>
6204,при оплате через онлайн ссылку фитнес зала будет ли начисляться кешбэк
6205,я могу пользоваться бизнес залом в аэропорту
6206,хочу подключить опцию альфа онли какой срок выпуска карты для посещения бизнес залов и если сегодня пополнить счет до <anon num> обслуживание будет бесплатным а посещение бизнес зала в сентябре будет бесплатным
6207,у меня есть <anon num> входа в бизнес зал аэропорта я могу провести с собой + <anon num> или + <anon num> человека
6208,а компенсация за предоставление неудобств время ц
6209,что такое произошла ошибка компенсации
6210,мне нужна карта с проходками в бизнес зал аэропортов как подключить сколько это стоит
6211,вернуть деньги за проход
6212,как получить два прохода в бизнес зал в аэропорту
6213,проходы в бизне зад
6214,я выше все отправила скрины <anon num> августа было <anon num> прохода в бизнес зал
6215,я оплатила бизнес зал аэропорта через приложение every lounge в течение какого времени мне придет компенсация за него
6216,бизнес лаунж
6217,какие ваши карты и сервисы дают проход в бизнес залы аэропорта
6218,у меня так и не отобразился чек из ресторана бургер хирос аэропорт внуково
6219,я хочу к вам перенести свой номер из т банка как это сделать
6220,какой у меня номер привязан
6221,мне надо сменить номер
6222,перенести номер на альфа
6223,по этому номеру телефона отправляют звонить в приложении у меня нет микрофона подключенного к пк
6224,хочу сменить номер телефона в банке
6225,можно сменить номер
6226,какой у меня привязан номер телефона
6227,нет возможно сменить старый тел на новый тел
6228,привязка была только карты по номеру телефона
6229,как сменить номер телефона
6230,как я могу сменить номер
6231,сменил телефон а с ним ушло приложение банка скиньте ссылку
6232,как можно поменять номер в личном кабинете
6233,как отвязать номер телефона от детского счёта
6234,если я номер телефона поменяла которая привязана карта перевод по номеру новому переводить
6235,поменять номер
6236,я поменяла номер телефона в банке почему мне поступают переводы по старому номеру телефона как отключить получение переводов по номеру телефона
6237,не могу сменить номер телефона написано что sim карта перевыпущена но она таковой быть не может так как мой договор с оператором расторгнут
6238,как привязать карту к новому номеру телефона
6239,как перевести на номер телефона
6240,как сменить номер телефона привязанный к приложению
6241,как можно изменить номер телефона
6242,поменять номер телефона
6243,конкретно сейчас мне нужно отвязать свой номер телефона от всех счетов в вашем банке переведите на нужного специалиста
6244,не получается поменять номер телефона для привязки платежей спб
6245,как изменить номер
6246,смена номера на альфа онлайн
6247,когда я смогу поменять номер телефона
6248,ходил в банк написал заявление на то чтоб отвязать номер телефона от карты почему до сих пор не отвязали
6249,как мне изменить номер телефона
6250,как можно сменить номер на который будут приходит смс с подтверждениями
6251,указан номер мой номер <anon num> <anon num> <anon num> <anon num> <anon num>
6252,как подтвердить номер телефона
6253,отключить номер телефона
6254,сменить номер телефона для переводов
6255,как подключить мою карту привязанную к данному счету к аэрофлот бонус мой номер <anon num>
6256,не могу изменить номер телефона
6257,сменила номер
6258,необходимо подтверждение номера телефона привязанного к карте
6259,как я могу поменять номер телефона для сбп
6260,у меня так и не перенесся старый номер что делать
6261,почему все коды уходя на старый номер телефона
6262,поменять номер телефона карта осталась альфа банка а телефон поменялся
6263,узнаю реквизиты а дальше что
6264,где посмотреть реквизиты карты
6265,заказать реквизиты счёта
6266,не могу предоставить данные
6267,я могу скинуть реквизиты чтоб перевели остаток
6268,как узнать номер новой карты её срок годности и код на оборотной стороне
6269,номер мой карты
6270,плохо соображаю реквизиты же есть в прилож втб совкомбанка туда тоже приходят счета нужно просто там инн взять и тогда здесь найдется мое тсж геолог
6271,номер карты кредитного счета
6272,у меня ошибка в реквизитах счета
6273,как поменять реквизиты карты
6274,мне нужны реквизиты карты в пдф файле
6275,нужны реквизиты карты от банка для получения зп
6276,пришлите реквизиты моего счета обычного дебетового не кредитного не могу найти мне необходимо положить на него денежные средства
6277,не могу найти номер кредитного договора
6278,получатель сергеев александр евгеньевич номер счёта <anon num> банк получателя ао альфа банк г москва бик <anon num> инн банка <anon num> кпп банка <anon num> кор счёт <anon num>
6279,где в браузере на стационарном компьютере посмотреть мои реквизиты номер счета и прочее
6280,как узнать номер лицевого счета
6281,где найти реквизиты от карты
6282,могу я заказать пластик карты но все реквизиты оставить прежние
6283,можете отправить данные моей карты мне просто нужно узнать номер счета моей карты
6284,огрн альп банка
6285,реквизиты нужен стройт на роботу
6286,как наименован договор
6287,полные реквизиты
6288,хотел узнать номер договора по кредитной карте
6289,не могу посмотреть номер карты как мне оплатить минимальный платеж
6290,мой номер счёта получателя
6291,расчетный счет заявителя лицевой счет заявителя
6292,и счёт
6293,я сотрудникам этот номер назвала но они потребовали еще полис оферты
6294,я говорю пришли мне номер моей карты
6295,какие счета и карты у меня есть
6296,реквизиты
6297,реквизиты моей карты
6298,хочу узнать мой бик и расчетный счет
6299,нужны номер и дата договора по карте <anon num>
6300,как узнать номер расчётного счёта
6301,как мне узнать свой расчётный счет
6302,расчетный счет
6303,можно файлом скачать реквизиты карты
6304,я заказала дебетовую карту виртуально можно как то реквизиты посмотреть
6305,не получаеться посмотреть реквизиты карты
6306,реквизиты счета файлом
6307,а где оставить сообщение
6308,как можно оценить работу сотрудника
6309,где можно осенить
6310,если что я могу заказать независимую оценку для отчета в банк
6311,а как мне оценить наш диалог где
6312,где оценить
6313,хочу получить консультацию
6314,отчет об оценке
6315,оценка <anon num>
6316,как оценить работу сотрудника который карту доставил мне
6317,как опалить где
6318,а я не знаю как оценить но оценил на максимум
6319,оценить сотрудника
6320,как оценить работу сотрудника в онлайн банке а не через смс
6321,какую надо оценку
6322,как оценить курьера который привёз карту
6323,вам нужна оценка для премии
6324,оценить работу оператора с которым разговаривал
6325,оценить работу помощника
6326,оценит
6327,как оценить курьера
6328,оценка для банка
6329,поставить оценку
6330,как оценить
6331,поставить оценку <anon num> сотруднику рустаму который выдал карту
6332,оценить работу сотрудника
6333,поставить оценку
6334,оценка <anon num> из <anon num>
6335,не знаю что куда ставить но поставьте за меня пятерку
6336,где я могу поставить вам оценку
6337,хочу оценить специалиста киррила
6338,на оценку не повлияет
6339,<anon num> оценка
6340,я оценила ваш банка на хорошую оценку неделе <anon num> назад но подарок <anon num> не поступил на счет почему
6341,я не вижу где оценить
6342,пришлите смс для оценки диалога в чате
6343,где можно оценить консультацию
6344,оценка <anon num>
6345,как оценить работу вашего сотрудника в онлайн кабинете
6346,пришли мне пуш уведомление для оценки
6347,поставлю оценку когда вопрос будет решен не за что ставить
6348,как поставить оценку
6349,так оценку в любой компании можно заказать
6350,все разобрались очень поставить высший бал оператору но почему то не выставляется оценка
6351,отображение баланса
6352,почему на главной странице не отображается кредитная карта
6353,почему у меня не отображается пластиковая карта
6354,у меня нигде не появляется счет деньги в росточку хотя на главной странице показано доступно <anon num> и я не могу с ними ничего сделать не снять не перевести ничего
6355,показывает только счёт
6356,что за чушь у меня запросил <anon num> страницу паспорта <anon num> где в начальном запросе перечислена <anon num> страница
6357,новая карта высветится на экране
6358,я оформила кредитную карту ее нет у меня на главном экране
6359,баланс закрытого счета
6360,как спрятать счет
6361,за ответы еще вопрос можно ли как то скрыть накопительный счет или просто скрыть суммы баланса
6362,в приложении перестал видеть оранжевую карту заканчивается на <anon num>
6363,я хочу вернуть остаток
6364,а при получении карта появится в приложении
6365,почему дебетовая карта не отображается <anon num>
6366,почему кредитная карта не показана в личном кабинете
6367,уберите кредитную карту с приложения что она у меня не отображалась
6368,пропала кредитная карта из приложения
6369,почему на главной странице не вижу свой вклад
6370,я не вижу карту на главном экране мне пришло уведомление с банка что у меня карта кредитная заблокирована я ее не вижу я вижу только деньги на счете этой карты самой карты я теперь в главном меню верните мне карту кредитную
6371,почему у меня на главной странице не отображается вклад размещённый <anon num> мая <anon num>
6372,спросить у меня была кредитная карта а сейчас я не вижу её на главной странице у меня есть кредитка или её нужно заново оформлять
6373,у меня есть карта корпоративная но она тут не указана почему как сделать чтоб она была видна
6374,он пропал из списка счетов
6375,почему нет счета кредитной карты
6376,куда пропала карта
6377,кредитная карта не отображается в лк
6378,не обновляется баланс карты
6379,вы можете сделать так чтобы мои данные не отображались в других банках я хочу удалить данные чтобы они не отображались в других банках
6380,благодарю просто вижу что остаток средств не изменился и не понимаю
6381,почему я не вижу свой эскроу счет
6382,почему отображаются не все карты
6383,не отображается карта в профиле
6384,некорректно отображаются деньги на счету
6385,объдинение счетов
6386,баланс не отображается корректно
6387,в приложении не отображается карты
6388,почему у меня не отображается моя основная карта
6389,предоставьте информацию об активных счетах в вашем банке
6390,нужный счет не доступен в списке
6391,я оформила кредитную карту ее нет у меня на главном экране
6392,в продуктах не отображается кредитная карта
6393,почему отображается не моя карта
6394,здраствуйте почему в кредитном рейтинге моя кредитка на <anon num> тысяч видна а в приложении ее не видно можно сделать так чтобы ее было видно
6395,инвесткопилка каждый день
6396,у меня в разделе инвестиции есть нпф альфа и инвесткопилка эти сумма учитывается в <anon num> млн за которые дают бесплатное премиальное обслуживание
6397,в благотворительный фонд
6398,инвесткопилка снять
6399,как мне сейчас вывести деньги с копилки
6400,не могу вывести средства с инвест копилки и почему то действия по карте ограничены
6401,отправила сумму в <anon num> ₽ на инвесткопилку с основного счета
6402,отключать не нужно также у меня вопрос по инвесткопилке
6403,когда приходят деньги с инвест счета операции по счету нет баланс не изменился
6404,закрывайте с переводом в фонд линия жизни
6405,давайте в фонд
6406,подключена ли у меня инвест копилка
6407,за какую подписку снимают каждый месяц <anon num> рублей с инвесткопилки
6408,куда копится процент с инвесткопилки
6409,как закрыть инвесткопилку в личном кабинете
6410,как можно выбирать деньги из инвесткопилки
6411,как работает инвесткопилка какие там проценты куда они начисляются и как посмотреть
6412,как мне закрыть инвесткопилку
6413,почему в инвесткопилке сумма меньше чем на начало прошлого месяца
6414,а рекомендация инвест счета не высвечивается
6415,не засчитали благотворительность <anon num> августа <anon num> ₽
6416,хочу вывести деньги с копилки на карту не приходит код в чем дело
6417,не открывает ссылку для открытия копилки
6418,какой доход принесла инвесткопилка
6419,как отключить инвест копилку
6420,нужна справка или выписка по доходам с брокерских счетов и инвест копилки
6421,что такое инвест копилка
6422,я только что выпустила карту и открыла инвесткопилку действительно ли мне начислят <anon num> р за хранение на инвесткопилки <anon num> р в течение месяца
6423,не могу вывести средства с инвесткопилки не спрходит смс с кодом
6424,порядок действий после сдачи объекта
6425,удалить инвесткопилку
6426,где посмотреть свою инвестиционную копилку которую я открыла
6427,закройте инвесткопилку
6428,вопрос по инвесткопилке соедини с оператором
6429,я принять участие в альфа челендже и инвест ботанике
6430,готова закрыть счет и инвест копилку
6431,инвесткопилка
6432,инвестботаника
6433,а фонд я купила
6434,не могу перевести деньги с инвесткопилки
6435,через какое время присходит вывод денег с инвест копилки на счет
6436,я не могу вывести деньги из инвесткопилки
6437,у меня вопрос по инвесткопилке где тихая гавань
6438,помогите закрыть инвесткопилку
6439,где я могу найти виджет
6440,на главном экране пишет <anon num> когда захожу в информацию о счёте пишет <anon num> <anon num> какая в итоге ставка
6441,прекрасно кто возместит мне упущенную выгоду из за вашего банка
6442,а я щас выгоду использовал
6443,я нажал на кнопку учитывать в аналитике а ничего не изменилось
6444,не могу найти витрину
6445,она уже подключена как зайти в раздел
6446,у меня не показываются варианты оценивания
6447,о скидке
6448,что означаетв разделе выгода кэшбэк сумма <anon num> р
6449,я порекомендовал карту другу она совершил покупку в течение скольки дней мне придет выгода
6450,где этот раздел витрина
6451,прямо на экране с моими продуктами
6452,где моя акция
6453,не поняла где находится витрина
6454,где найти раздел витрина
6455,как здорово очень жаль что узнаю об этом только сейчас знала оплатила с другой карты которая начисляет кэш вашей картой больше нет выгоды пользоваться
6456,где витрина
6457,все выполнения в срок вчера еще эта вкладка была и там было <anon num> день
6458,где находится витрина
6459,у меня было одобрено предложение деньги на что угодно но оно пропало что делать
6460,я не мгу нати раздел витрина
6461,где в приложении находится раздел витрина
6462,раскрыти выгоду
6463,ранее мария писала что надо дождаться выплаты процентов чтобы не потерять выгоду
6464,я не насчет оформленного а предлагаемого
6465,раздел витрина где
6466,так у меня доступно предложение на главном экране
6467,есть какая то выгода если я у вас буду оплачивать тариф телефона
6468,где эти начтройки
6469,почему мне недоступен раздел деньги вам и друзьям
6470,где витрина
6471,где в приложении подавать данное поручение в какой вкладке
6472,витрина
6473,где раздел витрина
6474,где находиться раздел выгода
6475,в разделе витрина нет накопительного счета
6476,за год
6477,не могу найти эту витрину
6478,в разделе выгода указан кэшбэк <anon num> за покупку билетов в альфатрэвел <anon num> августа я приобрела жд билеты планируемый кэшбэк отражается в размере около <anon num> почему не <anon num>
6479,когда будет доступен раздел
6480,во вкладке выгода нет такого раздела
6481,где находиться раздел витрины
6482,перевел суммы со скидкой
6483,дайте мне время до <anon num> числа
6484,собрудник банка попросила записаться по времени
6485,якутск проспект ленина <anon num>
6486,запланировать визит в банк
6487,не работает офис
6488,название альфа банк
6489,в отделение в ярославль ленинградский проспект <anon num>
6490,назначить время визита в отделение банка по адресу проспект ленина <anon num>
6491,можно адрес и время работы офиса
6492,я хочу вернуть терминал как мне это сделать в городе ейске
6493,как связаться с отделением банка в городе орёл на улице комсомольская
6494,пао агрокомбинат московский <anon num> <anon num> г москва вн тер г муниципальный округ таганский пер воронцовский д <anon num> <anon num> помещ <anon num> п
6495,одинцово запись в банк
6496,у вас есть ли на крылова <anon num> город новосибирск в наличии евро
6497,сегодня в <anon num> <anon num> я закинула деньги по адресу стрелец улица дзержинского <anon num> <anon num> челябинск ленинский район <anon num> этаж были закинуты <anon num> рублей которые так и не пришли мне на карту банк написал эти деньги останутся в банке
6498,диана г санкт петербург отделение на большой конюшенной
6499,где банк находится
6500,везит в банк
6501,альфа банк в красном селе
6502,где офис банка в тюмени
6503,а можно записаться на прием в отделение вашего банка в коммунарке на сегодня для получения пластиковой карты открытия текущего и накопительного счета
6504,я приехал в отделение банка сижу тут уже пол часа сотрудники не подходят
6505,там они до <anon num> <anon num> работают
6506,я правильно понимаю что ближайшее отделение это в красноуфимске и я там могу получить
6507,вокзальная площадь <anon num> б
6508,список отделений производящих валютные операции
6509,работает ли это отделение в субботу
6510,в свердловской области город сухой лог работает офис
6511,<anon num> сентября <anon num> <anon num> город югорск улица курчатова <anon num>
6512,можно ли записаться в офис банка
6513,а можно обновить лично в отделении
6514,г назрань улица фабричная <anon num>
6515,письма от банка по какому адресу будут уходить
6516,ближайший офис
6517,ростовская область город шахты гбсмп им ленина город шахты улица шевченко <anon num> <anon num> <anon num> <anon num> <anon num> медицина медсестра палатная <anon num> <anon num> тыс
6518,записать в офис
6519,все банки
6520,после ввода адреса доставки ошибка
6521,какие ещё отделения есть
6522,юридический адрес
6523,г чебоксары ул ярмарочная д <anon num>
6524,а какой работает
6525,часиков на <anon num> <anon num> на сегодня
6526,в каком здании на андропова проходит обслуживание физ лиц какие часы работы
6527,но не приходят уведомления о пополнении
6528,не приходит ни в пуше ни в смс
6529,получать пуш уведомления с кодом
6530,интересно почему кот отправляются не на мой номер
6531,не приходит смс
6532,деньги не списались хотя пришло смс и было уведомление что деньги ушли
6533,т е мне смс не должно приходить просто придти и получить
6534,перестали приходить смс оповещения о списаниях можете разобраться в чем дело
6535,и никакие уведомления мне не приходили
6536,смс не приходят
6537,теперь пришел смс
6538,после этого мне начали приходить сообщения что мне куда то зачислены деньги
6539,почему то на телефон не пришло смс о бобращении
6540,номер другой указан смс не приходит
6541,уведомления пуш смсс
6542,сорри рассчитывала на пуш но не случился
6543,не было пуш уведомления да я переводила <anon num> за курсы
6544,да верно что то уведомление не пришло
6545,а уведомить смс нет
6546,почему не приходят смс уведомления от банка
6547,приходят смс
6548,почему перестали приходить смс уведомления об операциях
6549,почему мои уведомления приходят не только мне
6550,мне перестали приходить оповещения о суммах покупок и об остатках денежных средств на карте ранее они приходили но после установления новой версии смс перестали приходить
6551,уведомления как не приходили
6552,верно уведомления не приходят
6553,уведомление происходит по смс
6554,не получается составить обращение пишет что не доставляются сообщения
6555,не могу отключить уведомления приходят смс с кодом а он не подходит
6556,пуш смс не поступит поскольку мобильное приложение на телефоне не работает я захожу в альфа онлайн с ноутбука
6557,мне не отправлено смс а то что отправляли вчера не пришло как
6558,так и не приходят
6559,пришлите смс
6560,нет смс
6561,почему не приходят уведомления
6562,не приходят смс по операциям
6563,ваша рекомендация удалить уведомления об операциях не работает потому что слева наверху на экране ничего нет
6564,не приходят пуш уведомления
6565,мне надо отключить пуш и смс
6566,мне нужно что уведомления приходили только по смс
6567,не приходит уведомление
6568,не приходят смс сообщения
6569,почему мне не приходят уведомления на новый номер
6570,поменять пуш на смс
6571,уведомление придет какое то
6572,проверить приходят ли пуш уведомления
6573,не загружается история сообщений
6574,пришло уведомление
6575,нет уведомление пришло на почту <email>
6576,пуш сообщения это где
6577,уведомления на электронную почту
6578,история пуш уведомлений
6579,где его можно посмотреть на странице альфа банка
6580,просьба продублировать ответы на мои вопросы у меня не подгружается история сообщений
6581,какой скриншот я должен прислать ко мне не приходят смски от вас что тут скринить
6582,проверить какие уведомления приходят в смс
6583,мне пришли уведомления на почту
6584,проверить приходят ли уведомления в смс
6585,не могу прочитать предыдущие сообщения
6586,у меня веб версия не приходят уведомления
6587,вы можете прочитать сообщения выше
6588,я увидел сообщения
6589,да туда уведомления пришли
6590,посмотрите историю сообщений и решите мою проблему
6591,пришло такое уведомление
6592,я не знаю как это работает но я по сбп перевел всё что нужно было и даже больше
6593,перевод пришел на счет а не на карту как настроить чтобы приходило на карту
6594,мне прислали перевод в <anon num> рублей а они зачислились на кредитный счет
